Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.312
Comp. Cola Columna,Cu 324.75,1.107
Barren,Cu 324.75,1.335
Cabeza puntual retorno,Cu 324.75,1.347
Celda # 11-A,Cu 324.75,10.15
Celda # 11-B,Cu 324.75,0.845
Celda # 11-C,Cu 324.75,0.935
Celda # 6-F2,Cu 324.75,0.236
Celda #5-9,Cu 324.75,0.417
Celda #(F1+F2),Cu 324.75,1.114
NE Tubo 1,Cu 324.75,0.209
NE Tubo 2,Cu 324.75,0.588
NE Tubo 4,Cu 324.75,2.527
NE Tubo 5,Cu 324.75,0.95
NE Tubo 6,Cu 324.75,0.844
NE Tubo 7,Cu 324.75,0.825
Puntual Noroeste,Cu 324.75,1.171
Barren Patios,Cu 324.75,1.227
Tubo 3,Cu 324.75,0.722
Especial 1,Cu 324.75,0.483
Especial 2,Cu 324.75,0.227
Especial 3,Cu 324.75,0.355
Especial 4,Cu 324.75,0.561
Especial 5,Cu 324.75,0.884
Especial 6,Cu 324.75,2.775
