Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.451
Comp. Cola Columna,Cu 324.75,0.244
Barren,Cu 324.75,0.408
Cabeza puntual retorno,Cu 324.75,0.403
Celda # 11-A,Cu 324.75,0.045
Celda # 11-B,Cu 324.75,1.481
Celda # 11-C,Cu 324.75,0.067
Celda # 6-F2,Cu 324.75,0.047
Celda #5-9,Cu 324.75,0.037
Celda #(F1+F2),Cu 324.75,0.376
NE Tubo 1,Cu 324.75,0.400
NE Tubo 2,Cu 324.75,0.294
NE Tubo 4,Cu 324.75,0.373
NE Tubo 5,Cu 324.75,0.037
NE Tubo 6,Cu 324.75,0.023
NE Tubo 7,Cu 324.75,1.541
Puntual Noroeste,Cu 324.75,0.554
Barren Patios,Cu 324.75,0.302
Tubo 3,Cu 324.75,0.263
Especial 1,Cu 324.75,0.050
Especial 2,Cu 324.75,0.039
Especial 3,Cu 324.75,0.064
Especial 4,Cu 324.75,0.062
Especial 5,Cu 324.75,0.047
