Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.088
Comp. Cola Columna,Cu 324.75,1.064
Barren,Cu 324.75,1.011
Cabeza puntual retorno,Cu 324.75,1.11
Celda # 11-A,Cu 324.75,0.653
Celda # 11-B,Cu 324.75,0.744
Celda # 11-C,Cu 324.75,0.441
Celda #5-9,Cu 324.75,2.644
Celda #(F1+F2),Cu 324.75,0.983
NE Tubo 1,Cu 324.75,0.127
NE Tubo 2,Cu 324.75,0.477
NE Tubo 4,Cu 324.75,0.58
NE Tubo 5,Cu 324.75,0.182
NE Tubo 6,Cu 324.75,0.235
NE Tubo 7,Cu 324.75,2.737
Puntual Noroeste,Cu 324.75,0.989
Barren Patios,Cu 324.75,0.937
Tubo 3,Cu 324.75,1.041
Especial 1,Cu 324.75,3.732
Especial 2,Cu 324.75,0.178
Especial 3,Cu 324.75,0.179
Especial 4,Cu 324.75,0.237
Especial 5,Cu 324.75,0.26
Columna #1,Cu 324.75,1.021
Columna #2,Cu 324.75,0.905
Columna #3,Cu 324.75,0.866
Columna #4,Cu 324.75,0.859
Columna #5,Cu 324.75,0.914
