Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.681
Cabeza puntual retorno,Cu 324.75,0.606
Celda #(F1+F2),Cu 324.75,0.588
Puntual Noroeste,Cu 324.75,0.426
Tubo 3,Cu 324.75,0.057
Comp. Cola Columna,Cu 324.75,0.587
Barren,Cu 324.75,0.647
Celda # 11-A,Cu 324.75,2.934
Celda # 11-B,Cu 324.75,0.243
Celda # 11-C,Cu 324.75,0.233
Celda #5-9,Cu 324.75,0.737
Especial 1,Cu 324.75,0.084
Especial 2,Cu 324.75,0.090
Especial 3,Cu 324.75,0.112
Especial 4,Cu 324.75,0.109
Especial 5,Cu 324.75,0.091
Columna #1,Cu 324.75,0.703
Columna #2,Cu 324.75,0.705
Columna #3,Cu 324.75,0.704
Columna #4,Cu 324.75,0.723
Columna #5,Cu 324.75,0.719
NE Tubo 1,Cu 324.75,0.083
NE Tubo 2,Cu 324.75,0.148
NE Tubo 4,Cu 324.75,1.211
NE Tubo 5,Cu 324.75,1.105
NE Tubo 6,Cu 324.75,0.407
NE Tubo 7,Cu 324.75,0.116
Barren Patios,Cu 324.75,0.730
