Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza  Columna,Au 242.80,0.1
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.012
Cabeza puntual retorno,Au 242.80,0.101
Celda # 11-A,Au 242.80,0.001
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.012
Celda #5-9,Au 242.80,0.025
Celda #(F1+F2),Au 242.80,0.108
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.054
NE Tubo 4,Au 242.80,0.154
NE Tubo 5,Au 242.80,0.144
NE Tubo 6,Au 242.80,0.033
NE Tubo 7,Au 242.80,0.107
Puntual Noroeste,Au 242.80,0.109
Barren Patios,Au 242.80,0.021
Tubo 3,Au 242.80,0.103
Especial 1,Au 242.80,0.053
Especial 2,Au 242.80,0.05
Especial 3,Au 242.80,0.003
Especial 4,Au 242.80,0.018
Especial 5,Au 242.80,0.05
Especial 6,Au 242.80,0.005
Columna #1,Au 242.80,0.083
Columna #2,Au 242.80,0.054
Columna #3,Au 242.80,0.043
Columna #4,Au 242.80,0.029
Columna #5,Au 242.80,0.019
