Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.402
Cabeza puntual retorno,Cu 324.75,0.727
Celda #(F1+F2),Cu 324.75,0.539
Puntual Noroeste,Cu 324.75,0.102
Tubo 3,Cu 324.75,0.028
Comp. Cola Columna,Cu 324.75,0.392
Barren,Cu 324.75,0.525
Celda # 11-A,Cu 324.75,0.078
Celda # 11-B,Cu 324.75,0.064
Celda # 11-C,Cu 324.75,0.107
Celda #5-9,Cu 324.75,0.608
NE Tubo 1,Cu 324.75,1.544
NE Tubo 2,Cu 324.75,0.295
NE Tubo 4,Cu 324.75,0.098
NE Tubo 5,Cu 324.75,0.030
NE Tubo 6,Cu 324.75,0.058
NE Tubo 7,Cu 324.75,0.144
Barren Patios,Cu 324.75,0.468
Especial 1,Cu 324.75,0.447
Especial 2,Cu 324.75,2.354
Especial 3,Cu 324.75,0.086
Especial 4,Cu 324.75,0.062
Especial 5,Cu 324.75,0.379
Columna #1,Cu 324.75,0.454
Columna #2,Cu 324.75,0.455
Columna #3,Cu 324.75,0.463
Columna #4,Cu 324.75,0.407
Columna #5,Cu 324.75,0.422
