Sample ID,Analyte Name,Reported Conc (Samp)
SA-120,Fe,0.016
EC-011,Fe,0.263
LC-025,Fe,0.021
LC-026,Fe,0.027
LC-027,Fe,0.014
LC-028,Fe,0.017
SA-120,Cd ,0.013
SA-120,Cu ,58.74
EC-011,Cu ,47.33
LC-025,Cu ,27.75
LC-026,Cu ,28.75
LC-027,Cu ,27.45
LC-028,Cu ,28.58
EC-011,Zn,0.413
SA-120,Pb,0.016
