Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,1.426
Columna #2,Cu 324.75,1.345
Columna #3,Cu 324.75,1.342
Columna #4,Cu 324.75,1.301
Columna #5,Cu 324.75,1.311
Comp. Cabeza Columna,Cu 324.75,1.320
Comp. Cola Columna,Cu 324.75,1.362
Barren,Cu 324.75,1.431
Cabeza puntual retorno,Cu 324.75,1.305
Celda # 11-A,Cu 324.75,2.072
Celda # 11-B,Cu 324.75,0.035
Celda # 11-C,Cu 324.75,0.018
Celda #5-9,Cu 324.75,2.879
Celda #(F1+F2),Cu 324.75,1.185
NE Tubo 1,Cu 324.75,0.014
NE Tubo 2,Cu 324.75,0.462
NE Tubo 4,Cu 324.75,0.136
NE Tubo 5,Cu 324.75,0.017
NE Tubo 6,Cu 324.75,0.004
NE Tubo 7,Cu 324.75,1.470
Puntual Noroeste,Cu 324.75,1.068
Barren Patios,Cu 324.75,1.300
Tubo 3,Cu 324.75,1.349
Especial 1,Cu 324.75,1.297
Especial 2,Cu 324.75,1.078
Especial 3,Cu 324.75,0.071
Especial 4,Cu 324.75,0.060
Especial 5,Cu 324.75,1.220
