Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.255
Comp. Cola Columna,Cu 324.75,0.152
Barren,Cu 324.75,0.14
Cabeza puntual retorno,Cu 324.75,0.284
Celda # 11-A,Cu 324.75,0.04
Celda # 11-B,Cu 324.75,0.018
Celda # 11-C,Cu 324.75,0.115
Celda # 6-F2,Cu 324.75,0.524
Celda #5-9,Cu 324.75,0.683
Celda #(F1+F2),Cu 324.75,0.41
NE Tubo 1,Cu 324.75,0.073
NE Tubo 2,Cu 324.75,0.144
NE Tubo 4,Cu 324.75,0.08
NE Tubo 5,Cu 324.75,0.051
NE Tubo 6,Cu 324.75,0.084
NE Tubo 7,Cu 324.75,0.096
Puntual Noroeste,Cu 324.75,0.141
Barren Patios,Cu 324.75,0.2
Tubo 3,Cu 324.75,0.04
Especial 1,Cu 324.75,0.042
Especial 2,Cu 324.75,0.01
Especial 3,Cu 324.75,0.017
Especial 4,Cu 324.75,0.079
Especial 5,Cu 324.75,0.018
Especial 6,Cu 324.75,0.014
