Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,10.55
Comp. Cola Columna,Cu 324.75,10.42
Barren,Cu 324.75,8.313
Cabeza puntual retorno,Cu 324.75,10.09
Celda # 11-A,Cu 324.75,23.09
Celda # 11-B,Cu 324.75,45.94
Celda # 11-C,Cu 324.75,3.431
Celda #5-9,Cu 324.75,0.031
Celda #(F1+F2),Cu 324.75,0.738
NE Tubo 1,Cu 324.75,1.921
NE Tubo 2,Cu 324.75,0.907
NE Tubo 4,Cu 324.75,1.075
NE Tubo 5,Cu 324.75,2.131
NE Tubo 6,Cu 324.75,0.163
NE Tubo 7,Cu 324.75,0.321
Puntual Noroeste,Cu 324.75,0.700
Tubo 3,Cu 324.75,0.231
Especial 1,Cu 324.75,0.019
Especial 2,Cu 324.75,0.007
Especial 3,Cu 324.75,0.040
Especial 4,Cu 324.75,0.058
Especial 5,Cu 324.75,0.008
