Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.929
Comp. Cola Columna,Cu 324.75,0.488
Barren,Cu 324.75,0.414
Cabeza puntual retorno,Cu 324.75,0.804
Celda # 11-A,Cu 324.75,8.24
Celda # 11-B,Cu 324.75,0.257
Celda # 11-C,Cu 324.75,0.252
Celda #5-9,Cu 324.75,0.05
Celda #(F1+F2),Cu 324.75,0.504
NE Tubo 1,Cu 324.75,0.079
NE Tubo 2,Cu 324.75,0.684
NE Tubo 4,Cu 324.75,0.864
NE Tubo 5,Cu 324.75,0.234
NE Tubo 6,Cu 324.75,1.098
NE Tubo 7,Cu 324.75,0.422
Puntual Noroeste,Cu 324.75,0.711
Barren Patios,Cu 324.75,0.472
Tubo 3,Cu 324.75,0.806
Especial 1,Cu 324.75,0.202
Especial 2,Cu 324.75,0.01
Especial 3,Cu 324.75,0.119
Especial 4,Cu 324.75,0.284
Especial 5,Cu 324.75,0.027
Especial 6,Cu 324.75,0.231
Columna #1,Cu 324.75,1.003
Columna #2,Cu 324.75,0.824
Columna #3,Cu 324.75,0.737
Columna #4,Cu 324.75,0.698
Columna #5,Cu 324.75,0.65
