Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.746
Comp. Cola Columna,Cu 324.75,0.739
Barren,Cu 324.75,0.925
Cabeza puntual retorno,Cu 324.75,0.769
Celda # 11-A,Cu 324.75,0.094
Celda # 11-B,Cu 324.75,0.052
Celda # 11-C,Cu 324.75,0.266
Celda #5-9,Cu 324.75,4.858
Celda #(F1+F2),Cu 324.75,0.61
NE Tubo 1,Cu 324.75,0.063
NE Tubo 2,Cu 324.75,0.056
NE Tubo 4,Cu 324.75,0.925
NE Tubo 5,Cu 324.75,0.068
NE Tubo 6,Cu 324.75,1.845
NE Tubo 7,Cu 324.75,0.782
Puntual Noroeste,Cu 324.75,0.654
Barren Patios,Cu 324.75,0.713
Tubo 3,Cu 324.75,0.209
Especial 1,Cu 324.75,0.524
Especial 2,Cu 324.75,2.037
Especial 3,Cu 324.75,0.091
Especial 4,Cu 324.75,0.037
Especial 5,Cu 324.75,2.01
