Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.789
Comp. Cola Columna,Cu 324.75,2.779
Barren,Cu 324.75,2.256
Cabeza puntual retorno,Cu 324.75,2.742
Celda # 11-A,Cu 324.75,0.767
Celda # 11-B,Cu 324.75,0.019
Celda # 11-C,Cu 324.75,6.149
Celda # 6-F2,Cu 324.75,0.036
Celda #5-9,Cu 324.75,2.452
Celda #(F1+F2),Cu 324.75,2.171
NE Tubo 1,Cu 324.75,0.02
NE Tubo 2,Cu 324.75,0.017
NE Tubo 4,Cu 324.75,1.545
NE Tubo 5,Cu 324.75,11.3
NE Tubo 6,Cu 324.75,5.181
NE Tubo 7,Cu 324.75,2.955
Puntual Noroeste,Cu 324.75,2.441
Barren Patios,Cu 324.75,2.183
Tubo 3,Cu 324.75,1.966
Especial 1,Cu 324.75,0.043
Especial 2,Cu 324.75,0.02
Especial 3,Cu 324.75,0.789
Especial 4,Cu 324.75,2.664
Especial 5,Cu 324.75,0.048
Especial 6,Cu 324.75,0.03
