Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.601
Comp. Cola Columna,Cu 324.75,1.772
Barren,Cu 324.75,1.818
Barren,Cu 324.75,1.583
Celda # 11-A,Cu 324.75,8.42
Celda # 11-B,Cu 324.75,0.609
Celda # 11-C,Cu 324.75,0.145
Celda #5-9,Cu 324.75,0.065
Celda #(F1+F2),Cu 324.75,1.07
NE Tubo 1,Cu 324.75,0.038
NE Tubo 2,Cu 324.75,0.177
NE Tubo 4,Cu 324.75,0.172
NE Tubo 5,Cu 324.75,0.096
NE Tubo 6,Cu 324.75,0.158
NE Tubo 7,Cu 324.75,0.195
NE Tubo 7,Cu 324.75,0.239
Puntual Noroeste,Cu 324.75,1.397
Barren Patios,Cu 324.75,1.72
Tubo 3,Cu 324.75,4.183
Especial 1,Cu 324.75,0.307
Especial 2,Cu 324.75,0.015
Especial 3,Cu 324.75,3.56
Especial 4,Cu 324.75,5.873
Especial 5,Cu 324.75,0.078
Especial 6,Cu 324.75,0.015
Columna #1,Cu 324.75,1.468
Columna #2,Cu 324.75,1.517
Columna #3,Cu 324.75,1.559
Columna #4,Cu 324.75,1.586
Columna #5,Cu 324.75,1.636
