Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.092
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.088
Celda # 11-A,Au 242.80,0.072
Celda # 11-B,Au 242.80,0.03
Celda # 11-C,Au 242.80,0.007
Celda # 6-F2,Au 242.80,0.198
Celda #5-9,Au 242.80,0.078
Celda #(F1+F2),Au 242.80,0.05
NE Tubo 1,Au 242.80,0.011
NE Tubo 2,Au 242.80,0.036
NE Tubo 4,Au 242.80,0.054
NE Tubo 5,Au 242.80,0.03
NE Tubo 6,Au 242.80,0.032
NE Tubo 7,Au 242.80,0.058
Puntual Noroeste,Au 242.80,0.057
Barren Patios,Au 242.80,0.007
Tubo 3,Au 242.80,0.059
Especial 1,Au 242.80,0.269
Especial 2,Au 242.80,0.302
Especial 3,Au 242.80,0.051
Especial 4,Au 242.80,0.069
Especial 5,Au 242.80,0.225
Especial 6,Au 242.80,0.02
