Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.270
Cabeza puntual retorno,Cu 324.75,1.258
Celda #(F1+F2),Cu 324.75,1.220
Puntual Noroeste,Cu 324.75,1.400
Tubo 3,Cu 324.75,1.513
Comp. Cola Columna,Cu 324.75,1.520
Barren,Cu 324.75,1.076
Celda # 11-A,Cu 324.75,0.066
Celda # 11-B,Cu 324.75,1.835
Celda # 11-C,Cu 324.75,0.143
Celda #5-9,Cu 324.75,0.030
NE Tubo 1,Cu 324.75,0.038
NE Tubo 2,Cu 324.75,0.185
NE Tubo 4,Cu 324.75,0.068
NE Tubo 5,Cu 324.75,0.014
NE Tubo 6,Cu 324.75,0.018
NE Tubo 7,Cu 324.75,6.551
Barren Patios,Cu 324.75,1.139
Especial 1,Cu 324.75,0.044
Especial 2,Cu 324.75,0.061
Especial 3,Cu 324.75,0.042
Especial 4,Cu 324.75,0.029
Especial 5,Cu 324.75,0.130
Columna #1,Cu 324.75,1.026
Columna #2,Cu 324.75,1.055
Columna #3,Cu 324.75,1.063
Columna #4,Cu 324.75,1.062
Columna #5,Cu 324.75,1.064
