Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.08
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.082
Celda # 11-A,Au 242.80,0.064
Celda # 11-B,Au 242.80,0.003
Celda # 11-C,Au 242.80,0.015
Celda # 6-F2,Au 242.80,0.075
Celda #5-9,Au 242.80,0.103
Celda #(F1+F2),Au 242.80,0.062
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.065
NE Tubo 4,Au 242.80,0.083
NE Tubo 5,Au 242.80,0.043
NE Tubo 6,Au 242.80,0.031
NE Tubo 7,Au 242.80,0.039
Puntual Noroeste,Au 242.80,0.061
Barren Patios,Au 242.80,0.015
Tubo 3,Au 242.80,0.04
Especial 1,Au 242.80,0.311
Especial 2,Au 242.80,0.185
Especial 3,Au 242.80,0.07
Especial 4,Au 242.80,0.173
Especial 5,Au 242.80,0.165
Especial 6,Au 242.80,0.001
