Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.514
Cabeza puntual retorno,Cu 324.75,1.561
Celda #(F1+F2),Cu 324.75,1.143
Puntual Noroeste,Cu 324.75,1.033
Tubo 3,Cu 324.75,1.329
Comp. Cola Columna,Cu 324.75,1.448
Barren,Cu 324.75,1.49
Celda # 11-A,Cu 324.75,1.34
Celda # 11-B,Cu 324.75,0.064
Celda # 11-C,Cu 324.75,0.06
Celda #5-9,Cu 324.75,4.326
NE Tubo 1,Cu 324.75,0.117
NE Tubo 2,Cu 324.75,0.119
NE Tubo 4,Cu 324.75,0.001
NE Tubo 5,Cu 324.75,0.001
NE Tubo 6,Cu 324.75,0.001
NE Tubo 7,Cu 324.75,0.787
Barren Patios,Cu 324.75,1.342
Especial 1,Cu 324.75,2.064
Especial 2,Cu 324.75,2.109
Especial 3,Cu 324.75,0.087
Especial 4,Cu 324.75,0.001
Especial 5,Cu 324.75,2.53
Columna #1,Cu 324.75,1.247
Columna #2,Cu 324.75,1.262
Columna #3,Cu 324.75,1.293
Columna #4,Cu 324.75,1.207
Columna #5,Cu 324.75,1.198
