Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.099
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.019
Cabeza puntual retorno,Au 242.80,0.093
Columna #1,Au 242.80,0.038
Columna #2,Au 242.80,0.02
Columna #3,Au 242.80,0.016
Columna #4,Au 242.80,0.008
Columna #5,Au 242.80,0.007
Celda # 11-A,Au 242.80,0.074
Celda # 11-B,Au 242.80,0.039
Celda # 11-C,Au 242.80,0.077
Celda #5-9,Au 242.80,0.076
Celda #(F1+F2),Au 242.80,0.104
NE Tubo 1,Au 242.80,0.024
NE Tubo 2,Au 242.80,0.209
NE Tubo 4,Au 242.80,0.044
NE Tubo 5,Au 242.80,0.045
NE Tubo 6,Au 242.80,0.056
NE Tubo 7,Au 242.80,0.019
Puntual Noroeste,Au 242.80,0.071
Barren Patios,Au 242.80,0.013
Tubo 3,Au 242.80,0.057
Especial 1,Au 242.80,0.089
Especial 2,Au 242.80,0.099
Especial 3,Au 242.80,0.035
Especial 4,Au 242.80,0.029
Especial 5,Au 242.80,0.072
Barren 2,Au 242.80,0.085
