Sample ID,Analyte Name,Reported Conc (Samp)
60,Cu 324.75,0.381
61,Cu 324.75,0.405
62,Cu 324.75,1.055
63,Cu 324.75,1.158
COL. 1,Cu 324.75,0.772
COL. 2,Cu 324.75,0.482
COL. 3,Cu 324.75,1.603
COL. 4,Cu 324.75,1.395
COL. 5,Cu 324.75,1.649
COL. 6,Cu 324.75,2.068
375-1,Cu 324.75,0.332
375-2,Cu 324.75,0.276
375-3,Cu 324.75,0.220
375-4,Cu 324.75,0.202
VM 1,Cu 324.75,0.094
VM 2,Cu 324.75,0.084
VM 3,Cu 324.75,0.125
VM 4,Cu 324.75,0.142
VM 5,Cu 324.75,0.480
VM 6,Cu 324.75,0.068
VM 7,Cu 324.75,0.055
VM 8,Cu 324.75,0.058
VM 9,Cu 324.75,0.056
