Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.104
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.006
Cabeza puntual retorno,Au 242.80,0.103
Celda # 11-A,Au 242.80,0.002
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.003
Celda #5-9,Au 242.80,0.047
Celda #(F1+F2),Au 242.80,0.109
NE Tubo 1,Au 242.80,0.028
NE Tubo 2,Au 242.80,0.189
NE Tubo 4,Au 242.80,0.124
NE Tubo 5,Au 242.80,0.12
NE Tubo 6,Au 242.80,0.017
NE Tubo 7,Au 242.80,0.031
Puntual Noroeste,Au 242.80,0.091
Barren Patios,Au 242.80,0.006
Tubo 3,Au 242.80,0.06
Especial 1,Au 242.80,0.047
Especial 2,Au 242.80,0.037
Especial 3,Au 242.80,0.005
Especial 4,Au 242.80,0.003
Especial 5,Au 242.80,0.039
Especial 6,Au 242.80,0.002
Columna #1,Au 242.80,0.069
Columna #2,Au 242.80,0.04
Columna #3,Au 242.80,0.019
Columna #4,Au 242.80,0.004
Columna #5,Au 242.80,0.002
