Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.058
Cabeza puntual retorno,Cu 324.75,1.012
Celda #(F1+F2),Cu 324.75,1.125
Comp. Cola Columna,Cu 324.75,1.167
Barren,Cu 324.75,1.113
Celda # 11-A,Cu 324.75,0.088
Celda # 11-B,Cu 324.75,0.116
Celda # 11-C,Cu 324.75,0.141
Celda #5-9,Cu 324.75,0.035
Especial 1,Cu 324.75,0.031
Especial 2,Cu 324.75,0.077
Especial 3,Cu 324.75,0.034
Especial 4,Cu 324.75,0.046
Especial 5,Cu 324.75,0.853
Columna #1,Cu 324.75,1.009
Columna #2,Cu 324.75,1.029
Columna #3,Cu 324.75,1.057
Columna #4,Cu 324.75,1.093
Columna #5,Cu 324.75,1.086
NE Tubo 1,Cu 324.75,9.548
NE Tubo 2,Cu 324.75,0.535
NE Tubo 4,Cu 324.75,0.023
NE Tubo 5,Cu 324.75,0.016
NE Tubo 6,Cu 324.75,0.250
NE Tubo 7,Cu 324.75,1.021
Puntual Noroeste,Cu 324.75,0.531
Barren Patios,Cu 324.75,1.122
Tubo 3,Cu 324.75,0.100
