Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.084
Comp. Cola Columna,Cu 324.75,2.123
Barren,Cu 324.75,2.065
Cabeza puntual retorno,Cu 324.75,1.937
Celda # 11-A,Cu 324.75,0.211
Celda # 11-B,Cu 324.75,0.125
Celda # 11-C,Cu 324.75,0.133
Celda # 6-F2,Cu 324.75,0.102
Celda #5-9,Cu 324.75,1.131
Celda #(F1+F2),Cu 324.75,2.488
NE Tubo 1,Cu 324.75,0.148
NE Tubo 2,Cu 324.75,0.535
NE Tubo 4,Cu 324.75,0.730
NE Tubo 5,Cu 324.75,0.892
NE Tubo 6,Cu 324.75,10.92
NE Tubo 7,Cu 324.75,1.719
Puntual Noroeste,Cu 324.75,2.754
Barren Patios,Cu 324.75,2.464
Tubo 3,Cu 324.75,2.399
Especial 1,Cu 324.75,0.313
Especial 2,Cu 324.75,0.173
Especial 3,Cu 324.75,0.222
Especial 4,Cu 324.75,0.408
Especial 5,Cu 324.75,0.253
