Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.728
Cabeza puntual retorno,Cu 324.75,0.61
Celda #(F1+F2),Cu 324.75,0.628
Puntual Noroeste,Cu 324.75,0.798
Tubo 3,Cu 324.75,0.125
NE Tubo 2,Cu 324.75,0.048
NE Tubo 4,Cu 324.75,1.159
Especial 1,Cu 324.75,0.029
Especial 2,Cu 324.75,0.036
Especial 3,Cu 324.75,0.06
Especial 4,Cu 324.75,0.061
Especial 5,Cu 324.75,0.324
Comp. Cola Columna,Cu 324.75,1.144
Barren,Cu 324.75,0.853
Barren Patios,Cu 324.75,0.681
NE Tubo 1,Cu 324.75,0.006
NE Tubo 5,Cu 324.75,0.022
NE Tubo 6,Cu 324.75,0.231
NE Tubo 7,Cu 324.75,1.89
Celda # 11-A,Cu 324.75,1.244
Celda # 11-B,Cu 324.75,0.046
Celda # 11-C,Cu 324.75,0.332
Celda # 6-F2,Cu 324.75,0.944
Celda #5-9,Cu 324.75,0.384
