Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.332
Cabeza puntual retorno,Cu 324.75,1.379
Celda #(F1+F2),Cu 324.75,1.467
Puntual Noroeste,Cu 324.75,0.590
Tubo 3,Cu 324.75,0.029
Comp. Cola Columna,Cu 324.75,1.070
Barren,Cu 324.75,0.971
Celda # 11-A,Cu 324.75,0.079
Celda # 11-B,Cu 324.75,1.644
Celda # 11-C,Cu 324.75,0.101
Celda # 6-F2,Cu 324.75,4.620
Celda #5-9,Cu 324.75,0.075
NE Tubo 1,Cu 324.75,66.31
NE Tubo 2,Cu 324.75,0.714
NE Tubo 4,Cu 324.75,0.042
NE Tubo 5,Cu 324.75,0.036
NE Tubo 6,Cu 324.75,0.009
NE Tubo 7,Cu 324.75,0.097
Barren Patios,Cu 324.75,0.721
Especial 1,Cu 324.75,0.040
Especial 2,Cu 324.75,0.030
Especial 3,Cu 324.75,0.094
Especial 4,Cu 324.75,0.049
Especial 5,Cu 324.75,0.048
