Analista,,,,,,,,,,
Fecha de inicio,04/02/2023 01:49 a. m.  GMT: 04/02/2023 07:49 a. m.,,,,,,,,,
Hoja de trabajo,SA000240_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5149,,mg/L,1.4,0.0152,-0.0006,0.0152,0.015,0.0155
,BLANCO,0.0066,,mg/L,>100,0.0002,-0.0001,0.0003,-0.0002,0.0005
,BLANCO REACTIVO,0,,mg/L,58.4,-0.0002,0.0002,-0.0002,-0.0003,-0.0001
,SA000240-001,0.0592,,mg/L,5.8,0.0075,-0.0002,0.0077,0.0077,0.007
,SA000240-002,0.0421,,mg/L,6.9,0.0053,0.0004,0.0052,0.005,0.0057
,SA000240-003,0.0235,,mg/L,6.8,0.0029,0.0002,0.003,0.0031,0.0027
,SA000240-004,0.015,,mg/L,9.5,0.0019,0.0005,0.0021,0.0017,0.0019
,SA000240-005,0.0973,,mg/L,0.8,0.0123,0.0005,0.0122,0.0124,0.0123
,PATRON,0.5044,,mg/L,3.1,0.0149,-0.0003,0.0154,0.0147,0.0146
,SA000240-006,0.0525,,mg/L,4.1,0.0066,0,0.0069,0.0065,0.0064
,SA000240-007,0.0062,,mg/L,37.8,0.0008,0.0002,0.0004,0.001,0.0009
,SA000240-008,0.0972,,mg/L,1.3,0.0123,0.0001,0.0121,0.0125,0.0123
,SA000240-009,0.0544,,mg/L,2.3,0.0068,0.0005,0.0067,0.0069,0.007
,SA000240-010,0.4281,,mg/L,0.6,0.0562,0.0002,0.0561,0.0566,0.056
,PATRON,0.5114,,mg/L,2.2,0.0151,0.0002,0.0153,0.0147,0.0153
,BLANCO,-0.0005,,mg/L,>100,0,0.0001,0.0001,-0.0003,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,-0.0004,0.0001,-0.0009,-0.0001,-0.0002
,SA000240-011,1.6504,,mg/L,0.4,0.2248,0.0012,0.2255,0.2237,0.2251
,SA000240-012,0.7609,,mg/L,0.8,0.1025,0.0007,0.103,0.103,0.1015
,SA000240-013,0.2594,,mg/L,0.9,0.0334,0.0002,0.0335,0.0331,0.0336
,SA000240-014,0.213,,mg/L,0.9,0.0274,0.0005,0.0276,0.0271,0.0274
,SA000240-015,0.3569,,mg/L,0.4,0.0465,0.0006,0.0467,0.0463,0.0464
,PATRON,0.5098,,mg/L,1.2,0.0151,0.0002,0.0153,0.0149,0.015
,SA000240-016,0.0907,,mg/L,1.4,0.0115,0.0001,0.0116,0.0113,0.0115
,SA000240-017,0.7406,,mg/L,1.1,0.0996,0.0006,0.0998,0.1006,0.0985
,SA000240-018,0.8438,,mg/L,0.4,0.1143,0.0007,0.1141,0.1148,0.114
,SA000240-019,0.6416,,mg/L,0.4,0.0858,0.0009,0.0859,0.0861,0.0855
,SA000240-020,0.5226,,mg/L,0.8,0.0693,0.0006,0.0696,0.0687,0.0695
,PATRON,0.5133,,mg/L,2.4,0.0152,0.0003,0.0155,0.0152,0.0148
,BLANCO,-0.005,,mg/L,>100,-0.0001,0.0007,-0.0003,0.0001,-0.0002
,BLANCO REACTIVO,0,,mg/L,76.3,-0.0007,0.0002,-0.0006,-0.0002,-0.0012
,SA000240-021,0.0085,,mg/L,30.5,0.0011,0.0008,0.0011,0.0014,0.0007
,SA000240-022,0.1528,,mg/L,1.3,0.0195,0.0005,0.0192,0.0194,0.0197
,SA000240-023,0.3014,,mg/L,0.3,0.0391,0.0006,0.039,0.0391,0.0392
,PATRON,0.5093,,mg/L,1.7,0.015,0.0005,0.015,0.0148,0.0153
,BLANCO,-0.0103,,mg/L,>100,-0.0003,-0.0002,0.0002,-0.0004,-0.0007
,BLANCO REACTIVO,0,,mg/L,>100,0,-0.0003,0.0003,-0.0007,0.0005
