Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.077
Comp. Cola Columna,Cu 324.75,2.147
Barren,Cu 324.75,2.061
Cabeza puntual retorno,Cu 324.75,2.039
Celda # 11-A,Cu 324.75,0.238
Celda # 11-B,Cu 324.75,0.149
Celda # 11-C,Cu 324.75,2.765
Celda # 6-F2,Cu 324.75,0.117
Celda #5-9,Cu 324.75,0.172
Celda #(F1+F2),Cu 324.75,2.852
NE Tubo 1,Cu 324.75,0.101
NE Tubo 2,Cu 324.75,0.126
NE Tubo 4,Cu 324.75,2.672
NE Tubo 5,Cu 324.75,1.199
NE Tubo 6,Cu 324.75,0.172
NE Tubo 7,Cu 324.75,5.926
Puntual Noroeste,Cu 324.75,2.806
Barren Patios,Cu 324.75,1.952
Tubo 3,Cu 324.75,3.366
Especial 1,Cu 324.75,0.154
Especial 2,Cu 324.75,0.105
Especial 3,Cu 324.75,0.23
Especial 4,Cu 324.75,0.293
Especial 5,Cu 324.75,0.132
Especial 6,Cu 324.75,0.11
