Sample ID,Analyte Name,Reported Conc (Calib)
Especial 6,Cu 324.75,0.068
Comp. Cabeza Columna,Cu 324.75,0.645
Comp. Cola Columna,Cu 324.75,0.609
Barren,Cu 324.75,0.757
Cabeza puntual retorno,Cu 324.75,0.593
Celda # 11-A,Cu 324.75,3.084
Celda # 11-B,Cu 324.75,0.12
Celda # 11-C,Cu 324.75,0.159
Celda # 6-F2,Cu 324.75,0.095
Celda #5-9,Cu 324.75,0.43
Celda #(F1+F2),Cu 324.75,0.218
NE Tubo 1,Cu 324.75,0.091
NE Tubo 2,Cu 324.75,0.135
NE Tubo 4,Cu 324.75,0.168
NE Tubo 5,Cu 324.75,0.125
NE Tubo 6,Cu 324.75,0.093
NE Tubo 7,Cu 324.75,0.436
Puntual Noroeste,Cu 324.75,0.238
Barren Patios,Cu 324.75,0.61
Tubo 3,Cu 324.75,0.212
Especial 1,Cu 324.75,0.172
Especial 2,Cu 324.75,0.143
Especial 3,Cu 324.75,1.449
Especial 4,Cu 324.75,0.253
Especial 5,Cu 324.75,0.163
