Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.104
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.106
Celda # 11-A,Au 242.80,0.052
Celda # 11-B,Au 242.80,0.037
Celda # 11-C,Au 242.80,0.002
Celda #5-9,Au 242.80,0.018
Celda #(F1+F2),Au 242.80,0.109
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.096
NE Tubo 4,Au 242.80,0.034
NE Tubo 5,Au 242.80,0.029
NE Tubo 6,Au 242.80,0.067
NE Tubo 7,Au 242.80,0.068
Puntual Noroeste,Au 242.80,0.1
Barren Patios,Au 242.80,0.019
Tubo 3,Au 242.80,0.13
Especial 1,Au 242.80,0.07
Especial 2,Au 242.80,0.045
Especial 3,Au 242.80,0.052
Especial 4,Au 242.80,0.053
Especial 5,Au 242.80,0.029
Columna #1,Au 242.80,0.061
Columna #2,Au 242.80,0.053
Columna #3,Au 242.80,0.029
Columna #4,Au 242.80,0.012
Columna #5,Au 242.80,0.008
