Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,8.735
Comp. Cola Columna,Cu 324.75,9.48
Barren,Cu 324.75,9.07
Cabeza puntual retorno,Cu 324.75,8.502
Celda # 11-A,Cu 324.75,14.85
Celda # 11-B,Cu 324.75,37.19
Celda # 11-C,Cu 324.75,33.16
Celda # 6-F2,Cu 324.75,1.177
Celda #5-9,Cu 324.75,0.018
Celda #(F1+F2),Cu 324.75,1.624
NE Tubo 1,Cu 324.75,13.1
NE Tubo 2,Cu 324.75,0.993
NE Tubo 4,Cu 324.75,0.735
NE Tubo 5,Cu 324.75,0.247
NE Tubo 6,Cu 324.75,0.125
NE Tubo 7,Cu 324.75,0.949
Puntual Noroeste,Cu 324.75,1.515
Barren Patios,Cu 324.75,6.915
Tubo 3,Cu 324.75,2.61
Especial 1,Cu 324.75,0.034
Especial 2,Cu 324.75,0.022
Especial 3,Cu 324.75,0.106
Especial 4,Cu 324.75,0.059
Especial 5,Cu 324.75,0.013
