Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,4.820
Columna #2,Cu 324.75,4.800
Columna #3,Cu 324.75,4.953
Columna #4,Cu 324.75,5.027
Columna #5,Cu 324.75,5.020
Comp. Cabeza Columna,Cu 324.75,4.905
Comp. Cola Columna,Cu 324.75,4.950
Barren,Cu 324.75,4.698
Cabeza puntual retorno,Cu 324.75,4.842
Celda # 11-A,Cu 324.75,0.087
Celda # 11-B,Cu 324.75,0.094
Celda # 11-C,Cu 324.75,0.502
Celda #5-9,Cu 324.75,14.65
Celda #(F1+F2),Cu 324.75,4.762
NE Tubo 1,Cu 324.75,0.163
NE Tubo 2,Cu 324.75,0.022
NE Tubo 4,Cu 324.75,0.031
NE Tubo 5,Cu 324.75,0.087
NE Tubo 6,Cu 324.75,0.023
NE Tubo 7,Cu 324.75,0.615
Puntual Noroeste,Cu 324.75,4.517
Barren Patios,Cu 324.75,4.541
Tubo 3,Cu 324.75,6.733
Especial 1,Cu 324.75,8.595
Especial 2,Cu 324.75,8.665
Especial 3,Cu 324.75,0.269
Especial 4,Cu 324.75,0.072
Especial 5,Cu 324.75,9.002
