Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.392
Comp. Cola Columna,Cu 324.75,0.432
Barren,Cu 324.75,0.447
Cabeza puntual retorno,Cu 324.75,0.428
Celda # 11-A,Cu 324.75,1.8
Celda # 11-B,Cu 324.75,0.547
Celda # 11-C,Cu 324.75,0.552
Celda #5-9,Cu 324.75,1.681
Celda #(F1+F2),Cu 324.75,0.314
NE Tubo 1,Cu 324.75,0.104
NE Tubo 2,Cu 324.75,0.272
NE Tubo 4,Cu 324.75,0.193
NE Tubo 5,Cu 324.75,0.104
NE Tubo 6,Cu 324.75,0.097
NE Tubo 7,Cu 324.75,0.558
Puntual Noroeste,Cu 324.75,0.264
Barren Patios,Cu 324.75,0.464
Tubo 3,Cu 324.75,0.334
Especial 1,Cu 324.75,1.532
Especial 2,Cu 324.75,0.06
Especial 3,Cu 324.75,0.094
Especial 4,Cu 324.75,0.201
Especial 5,Cu 324.75,1.458
Especial 6,Cu 324.75,2.584
Columna #1,Cu 324.75,0.355
Columna #3,Cu 324.75,0.327
Columna #4,Cu 324.75,0.311
Columna #5,Cu 324.75,0.295
