Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.413
Comp. Cola Columna,Cu 324.75,0.36
Barren,Cu 324.75,0.379
Cabeza puntual retorno,Cu 324.75,0.367
Celda # 11-A,Cu 324.75,1.706
Celda # 11-B,Cu 324.75,0.48
Celda # 11-C,Cu 324.75,0.414
Celda #5-9,Cu 324.75,1.296
Celda #(F1+F2),Cu 324.75,0.285
NE Tubo 1,Cu 324.75,0.076
NE Tubo 2,Cu 324.75,0.188
NE Tubo 4,Cu 324.75,0.095
NE Tubo 5,Cu 324.75,0.082
NE Tubo 6,Cu 324.75,0.031
NE Tubo 7,Cu 324.75,0.605
Puntual Noroeste,Cu 324.75,0.251
Barren Patios,Cu 324.75,0.36
Tubo 3,Cu 324.75,0.297
Especial 1,Cu 324.75,1.089
Especial 2,Cu 324.75,0.042
Especial 3,Cu 324.75,0.023
Especial 4,Cu 324.75,0.042
Especial 5,Cu 324.75,0.098
Especial 6,Cu 324.75,0.02
Columna #1,Cu 324.75,0.378
Columna #3,Cu 324.75,0.372
Columna #4,Cu 324.75,0.383
Columna #5,Cu 324.75,0.384
