Analyst,elias,,,,
Date Started,16/08/2023,,,,
Worksheet,LC000983-RCK_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
16/08/2023,04:38:00 a. m.,PATRON,0.886,,mg/L
16/08/2023,04:39:00 a. m.,BLANCO,-0.014,,mg/L
16/08/2023,04:40:00 a. m.,REAGENT BLANK,-0.021,,mg/L
16/08/2023,04:41:00 a. m.,LC000982-001,0.046300923,,mg/L
16/08/2023,04:42:00 a. m.,LC000982-002,0.1102635,,mg/L
16/08/2023,04:43:00 a. m.,LC000982-003,0.305534268,,mg/L
16/08/2023,04:44:00 a. m.,LC000982-004,0.68082698,,mg/L
16/08/2023,04:45:00 a. m.,LC000982-005,0,,mg/L
16/08/2023,04:46:00 a. m.,LC000982-006,0.96187175,,mg/L
16/08/2023,04:47:00 a. m.,PATRON,0.918,,mg/L
