Sample ID,Analyte Name,Reported Conc (Calib)
01 LC,Untitled 000,0.341
02 LC,Untitled 000,0.154
03 LC,Untitled 000,0.201
04 LC,Untitled 000,0.12
05 LC,Untitled 000,0.837
06 LC,Untitled 000,0.357
07 LC,Untitled 000,0.061
08 LC,Untitled 000,0.05
09 LC,Untitled 000,0.093
10 LC,Untitled 000,0.094
11 LC,Untitled 000,0.053
12 LC,Untitled 000,0.048
13 LC,Untitled 000,0.413
14 LC,Untitled 000,0.25
15 LC,Untitled 000,0.094
16 LC,Untitled 000,0.087
17 LC,Untitled 000,0.089
18 LC,Untitled 000,0.044
19 LC,Untitled 000,0.305
20 LC,Untitled 000,0.196
