Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,10.52
Comp. Cola Columna,Cu 324.75,10.72
Barren,Cu 324.75,10.59
Cabeza puntual retorno,Cu 324.75,10.81
Celda # 11-A,Cu 324.75,26.23
Celda # 11-B,Cu 324.75,28.9
Celda # 11-C,Cu 324.75,5.561
Celda #5-9,Cu 324.75,0.207
Celda #(F1+F2),Cu 324.75,5.553
NE Tubo 1,Cu 324.75,2.772
NE Tubo 2,Cu 324.75,1.574
NE Tubo 4,Cu 324.75,0.974
NE Tubo 5,Cu 324.75,1.191
NE Tubo 6,Cu 324.75,0.377
NE Tubo 7,Cu 324.75,1.64
Puntual Noroeste,Cu 324.75,1.711
Barren Patios,Cu 324.75,11.45
Tubo 3,Cu 324.75,6.083
Especial 1,Cu 324.75,0.139
Especial 2,Cu 324.75,0.052
Especial 3,Cu 324.75,0.203
Especial 4,Cu 324.75,0.145
Especial 5,Cu 324.75,0.042
Sample029,Cu 324.75,0.094
Columna #1,Cu 324.75,10.55
Columna #2,Cu 324.75,10.88
Columna #3,Cu 324.75,10.89
Columna #4,Cu 324.75,10.82
Columna #5,Cu 324.75,10.7
