Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,2.027
Columna #2,Cu 324.75,2.164
Columna #3,Cu 324.75,2.201
Columna #4,Cu 324.75,2.264
Columna #5,Cu 324.75,2.23
Comp. Cabeza Columna,Cu 324.75,1.864
Comp. Cola Columna,Cu 324.75,2.565
Barren,Cu 324.75,2.19
Cabeza puntual retorno,Cu 324.75,1.827
Celda # 11-A,Cu 324.75,11.67
Celda # 11-B,Cu 324.75,0.334
Celda # 11-C,Cu 324.75,0.199
Celda #5-9,Cu 324.75,0.096
Celda #(F1+F2),Cu 324.75,1.571
NE Tubo 1,Cu 324.75,0.099
NE Tubo 2,Cu 324.75,0.347
NE Tubo 4,Cu 324.75,0.343
NE Tubo 5,Cu 324.75,0.228
NE Tubo 6,Cu 324.75,0.264
Especial 7,Cu 324.75,0.326
Puntual Noroeste,Cu 324.75,1.803
Barren Patios,Cu 324.75,2.376
Tubo 3,Cu 324.75,5.57
Especial 1,Cu 324.75,0.505
Especial 2,Cu 324.75,0.222
Especial 3,Cu 324.75,3.258
Especial 4,Cu 324.75,6.041
Especial 5,Cu 324.75,0.238
