Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.407
Comp. Cola Columna,Cu 324.75,0.836
Barren,Cu 324.75,0.91
Cabeza puntual retorno,Cu 324.75,1.373
Celda # 11-A,Cu 324.75,0.117
Celda # 11-B,Cu 324.75,1.415
Celda # 11-C,Cu 324.75,0.147
Celda # 6-F2,Cu 324.75,3.596
Celda #5-9,Cu 324.75,0.142
Celda #(F1+F2),Cu 324.75,1.271
NE Tubo 1,Cu 324.75,0.053
NE Tubo 2,Cu 324.75,0.059
NE Tubo 4,Cu 324.75,0.058
NE Tubo 5,Cu 324.75,0.042
NE Tubo 6,Cu 324.75,0.065
NE Tubo 7,Cu 324.75,0.055
Puntual Noroeste,Cu 324.75,0.061
Barren Patios,Cu 324.75,0.722
Tubo 3,Cu 324.75,0.077
Especial 1,Cu 324.75,0.643
Especial 2,Cu 324.75,0.095
Especial 3,Cu 324.75,0.154
Especial 4,Cu 324.75,0.108
Especial 5,Cu 324.75,0.541
