Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,2.168
Columna #2,Cu 324.75,2.214
Columna #3,Cu 324.75,2.211
Columna #4,Cu 324.75,2.258
Columna #5,Cu 324.75,2.288
Comp. Cabeza Columna,Cu 324.75,2.362
Comp. Cola Columna,Cu 324.75,2.407
Barren,Cu 324.75,2.309
Cabeza puntual retorno,Cu 324.75,2.378
Celda # 11-A,Cu 324.75,0.054
Celda # 11-B,Cu 324.75,0.036
Celda # 11-C,Cu 324.75,2.129
Celda #5-9,Cu 324.75,0.083
Celda #(F1+F2),Cu 324.75,2.152
NE Tubo 1,Cu 324.75,0.019
NE Tubo 2,Cu 324.75,0.024
NE Tubo 4,Cu 324.75,1.640
NE Tubo 5,Cu 324.75,0.927
NE Tubo 6,Cu 324.75,0.056
NE Tubo 7,Cu 324.75,4.530
Puntual Noroeste,Cu 324.75,1.873
Barren Patios,Cu 324.75,2.061
Tubo 3,Cu 324.75,1.664
Especial 1,Cu 324.75,0.029
Especial 2,Cu 324.75,0.010
Especial 3,Cu 324.75,0.097
Especial 4,Cu 324.75,0.167
Especial 5,Cu 324.75,0.025
