Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.103
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.007
Cabeza puntual retorno,Au 242.80,0.104
Celda # 11-A,Au 242.80,0.004
Celda # 11-B,Au 242.80,0.003
Celda #5-9,Au 242.80,0.004
Celda #(F1+F2),Au 242.80,0.124
NE Tubo 2,Au 242.80,0.104
NE Tubo 1,Au 242.80,0.002
NE Tubo 4,Au 242.80,0.072
NE Tubo 5,Au 242.80,0.154
NE Tubo 6,Au 242.80,0.236
Celda # 11-C,Au 242.80,0.003
NE Tubo 7,Au 242.80,0.049
Puntual Noroeste,Au 242.80,0.122
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.046
Especial 1,Au 242.80,0.097
Especial 2,Au 242.80,0.083
Especial 3,Au 242.80,0.014
Especial 4,Au 242.80,0.028
Especial 5,Au 242.80,0.081
Especial 6,Au 242.80,0.007
Columna #1,Au 242.80,0.065
Columna #2,Au 242.80,0.047
Columna #3,Au 242.80,0.027
Columna #4,Au 242.80,0.015
Columna #5,Au 242.80,0.004
