Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.167
Comp. Cola Columna,Au 242.80,0.013
Barren,Au 242.80,0.024
Cabeza puntual retorno,Au 242.80,0.169
Celda # 11-A,Au 242.80,0.108
Celda # 11-B,Au 242.80,0.033
Celda # 11-C,Au 242.80,0.01
Celda # 6-F2,Au 242.80,0.026
Celda #5-9,Au 242.80,0.034
Celda #(F1+F2),Au 242.80,0.17
NE Tubo 1,Au 242.80,0.005
NE Tubo 2,Au 242.80,0.231
NE Tubo 4,Au 242.80,0.186
NE Tubo 5,Au 242.80,0.196
NE Tubo 6,Au 242.80,0.22
NE Tubo 7,Au 242.80,0.063
Puntual Noroeste,Au 242.80,0.1798
Barren Patios,Au 242.80,0.026
Tubo 3,Au 242.80,0.16
Especial 1,Au 242.80,0.04
Especial 2,Au 242.80,0.061
Especial 3,Au 242.80,0.056
Especial 4,Au 242.80,0.045
Especial 5,Au 242.80,0.05
Especial 6,Au 242.80,0.018
