Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.595
Cabeza puntual retorno,Cu 324.75,0.603
Celda #(F1+F2),Cu 324.75,0.562
Puntual Noroeste,Cu 324.75,0.546
Tubo 3,Cu 324.75,0.511
Comp. Cola Columna,Cu 324.75,0.444
Barren,Cu 324.75,0.514
Celda # 11-A,Cu 324.75,0.572
Celda # 11-B,Cu 324.75,0.080
Celda # 11-C,Cu 324.75,0.112
Celda # 6-F2,Cu 324.75,0.023
Celda #5-9,Cu 324.75,0.904
NE Tubo 1,Cu 324.75,0.006
NE Tubo 2,Cu 324.75,0.399
NE Tubo 4,Cu 324.75,0.209
NE Tubo 5,Cu 324.75,0.025
NE Tubo 6,Cu 324.75,0.007
NE Tubo 7,Cu 324.75,1.377
Barren Patios,Cu 324.75,0.589
Especial 1,Cu 324.75,0.182
Especial 2,Cu 324.75,0.096
Especial 3,Cu 324.75,0.080
Especial 4,Cu 324.75,0.072
Especial 5,Cu 324.75,0.072
