Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.556
Comp. Cola Columna,Cu 324.75,0.456
Barren,Cu 324.75,0.470
Cabeza puntual retorno,Cu 324.75,0.589
Celda # 11-A,Cu 324.75,0.352
Celda # 11-B,Cu 324.75,0.057
Celda # 11-C,Cu 324.75,0.057
Celda # 6-F2,Cu 324.75,0.006
Celda #5-9,Cu 324.75,0.587
Celda #(F1+F2),Cu 324.75,0.413
NE Tubo 1,Cu 324.75,0.033
NE Tubo 2,Cu 324.75,0.285
NE Tubo 4,Cu 324.75,0.394
NE Tubo 5,Cu 324.75,0.032
NE Tubo 6,Cu 324.75,0.038
NE Tubo 7,Cu 324.75,1.034
Puntual Noroeste,Cu 324.75,0.417
Barren Patios,Cu 324.75,0.339
Tubo 3,Cu 324.75,0.341
Especial 1,Cu 324.75,0.153
Especial 2,Cu 324.75,0.070
Especial 3,Cu 324.75,0.045
Especial 4,Cu 324.75,0.074
Especial 5,Cu 324.75,0.088
