Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.529
Comp. Cola Columna,Ag 328.07,0.313
Barren,Ag 328.07,0.328
Cabeza puntual retorno,Ag 328.07,0.531
Columna #1,Ag 328.07,0.515
Columna #2,Ag 328.07,0.495
Columna #3,Ag 328.07,0.457
Columna #4,Ag 328.07,0.416
Columna #5,Ag 328.07,0.346
Celda # 11-A,Ag 328.07,0.018
Celda # 11-B,Ag 328.07,0.038
Celda # 11-C,Ag 328.07,0.013
Celda #5-9,Ag 328.07,0.048
Celda #(F1+F2),Ag 328.07,0.494
NE Tubo 1,Ag 328.07,0.707
NE Tubo 2,Ag 328.07,0.065
NE Tubo 4,Ag 328.07,0.791
NE Tubo 5,Ag 328.07,0.043
NE Tubo 6,Ag 328.07,0.013
NE Tubo 7,Ag 328.07,0.757
Puntual Noroeste,Ag 328.07,0.636
Barren Patios,Ag 328.07,0.282
Tubo 3,Ag 328.07,0.816
Especial 1,Ag 328.07,0.038
Especial 2,Ag 328.07,0.076
Especial 3,Ag 328.07,0.018
Especial 4,Ag 328.07,0.029
Especial 5,Ag 328.07,0.043
