Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.132
Cabeza puntual retorno,Au 242.80,0.134
Celda #(F1+F2),Au 242.80,0.152
Puntual Noroeste,Au 242.80,0.067
Tubo 3,Au 242.80,0.065
NE Tubo 2,Au 242.80,0.248
NE Tubo 4,Au 242.80,0.042
Especial 1,Au 242.80,0.304
Especial 2,Au 242.80,0.06
Especial 3,Au 242.80,0.056
Especial 4,Au 242.80,0.059
Especial 5,Au 242.80,0.17
Columna #1,Au 242.80,0.083
Columna #2,Au 242.80,0.054
Columna #3,Au 242.80,0.028
Columna #4,Au 242.80,0.014
Columna #5,Au 242.80,0.007
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.012
Barren Patios,Au 242.80,0.01
Barren 2,Au 242.80,0.01
NE Tubo 1,Au 242.80,0.012
NE Tubo 5,Au 242.80,0.031
NE Tubo 6,Au 242.80,0.029
NE Tubo 7,Au 242.80,0.01
Celda # 11-A,Au 242.80,0.06
Celda # 11-B,Au 242.80,0.021
Celda # 11-C,Au 242.80,0.045
Celda #5-9,Au 242.80,0.04
