Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.121
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.015
Cabeza puntual retorno,Au 242.80,0.122
Celda # 11-A,Au 242.80,0.064
Celda # 11-B,Au 242.80,0.031
Celda # 11-C,Au 242.80,0.032
Celda # 6-F2,Au 242.80,0.47
Celda #5-9,Au 242.80,0.049
Celda #(F1+F2),Au 242.80,0.126
NE Tubo 1,Au 242.80,0.008
NE Tubo 2,Au 242.80,0.246
NE Tubo 4,Au 242.80,0.034
NE Tubo 5,Au 242.80,0.02
NE Tubo 6,Au 242.80,0.037
NE Tubo 7,Au 242.80,0.02
Barren Patios,Au 242.80,0.01
Tubo 3,Au 242.80,0.072
Especial 1,Au 242.80,0.249
Especial 2,Au 242.80,0.065
Especial 3,Au 242.80,0.02
Especial 4,Au 242.80,0.018
Especial 5,Au 242.80,0.066
