Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.184
Comp. Cola Columna,Au 242.80,0.017
Barren,Au 242.80,0.023
Cabeza puntual retorno,Au 242.80,0.195
Columna #1,Au 242.80,0.166
Columna #2,Au 242.80,0.129
Columna #3,Au 242.80,0.097
Columna #4,Au 242.80,0.075
Columna #5,Au 242.80,0.047
Celda # 11-A,Au 242.80,0.084
Celda # 11-B,Au 242.80,0.263
Celda # 11-C,Au 242.80,0.148
Celda #5-9,Au 242.80,0.008
Celda #(F1+F2),Au 242.80,0.18
NE Tubo 1,Au 242.80,0.183
NE Tubo 2,Au 242.80,0.122
NE Tubo 4,Au 242.80,0.176
NE Tubo 5,Au 242.80,0.123
NE Tubo 6,Au 242.80,0.052
NE Tubo 7,Au 242.80,0.176
Puntual Noroeste,Au 242.80,0.179
Barren Patios,Au 242.80,0.03
Tubo 3,Au 242.80,0.24
Especial 1,Au 242.80,0.06
Especial 2,Au 242.80,0.046
Especial 3,Au 242.80,0.049
Especial 4,Au 242.80,0.05
Especial 5,Au 242.80,0.041
