Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.415
Cabeza puntual retorno,Ag 328.07,0.418
Puntual Noroeste,Ag 328.07,0.050
Tubo 3,Ag 328.07,0.066
Comp. Cola Columna,Ag 328.07,0.140
Barren,Ag 328.07,0.156
Celda # 11-A,Ag 328.07,0.034
Celda # 11-B,Ag 328.07,0.389
Celda # 11-C,Ag 328.07,0.049
Celda #5-9,Ag 328.07,0.171
NE Tubo 1,Ag 328.07,0.030
NE Tubo 2,Ag 328.07,0.038
NE Tubo 4,Ag 328.07,0.047
NE Tubo 5,Ag 328.07,0.025
NE Tubo 6,Ag 328.07,0.044
NE Tubo 7,Ag 328.07,0.036
Barren Patios,Ag 328.07,0.157
Especial 1,Ag 328.07,2.038
Especial 2,Ag 328.07,0.117
Especial 3,Ag 328.07,0.055
Especial 4,Ag 328.07,0.037
Especial 5,Ag 328.07,1.633
Barren 2,Ag 328.07,0.209
Columna #1,Ag 328.07,0.377
Columna #2,Ag 328.07,0.324
Columna #3,Ag 328.07,0.256
Columna #4,Ag 328.07,0.199
Columna #5,Ag 328.07,0.154
