Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.146
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.006
Cabeza puntual retorno,Au 242.80,0.143
Celda # 11-A,Au 242.80,0.049
Celda # 11-B,Au 242.80,0.124
Celda # 11-C,Au 242.80,0.039
Celda #5-9,Au 242.80,0.032
Celda #(F1+F2),Au 242.80,0.14
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.106
NE Tubo 4,Au 242.80,0.095
NE Tubo 5,Au 242.80,0.01
NE Tubo 6,Au 242.80,0.017
NE Tubo 7,Au 242.80,0.163
Puntual Noroeste,Au 242.80,0.156
Barren Patios,Au 242.80,0.007
Tubo 3,Au 242.80,0.188
Especial 1,Au 242.80,0.098
Especial 2,Au 242.80,0.096
Especial 3,Au 242.80,0.014
Especial 4,Au 242.80,0.012
Especial 5,Au 242.80,0.088
Especial 6,Au 242.80,0.003
Columna #1,Au 242.80,0.091
Columna #2,Au 242.80,0.063
Columna #3,Au 242.80,0.035
Columna #4,Au 242.80,0.017
Columna #5,Au 242.80,0.007
