Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.758
Comp. Cola Columna,Cu 324.75,0.656
Barren,Cu 324.75,0.464
Cabeza puntual retorno,Cu 324.75,0.776
Celda # 11-A,Cu 324.75,0.115
Celda # 11-B,Cu 324.75,0.491
Celda # 11-C,Cu 324.75,0.012
Celda #5-9,Cu 324.75,2.663
Celda #(F1+F2),Cu 324.75,1.223
NE Tubo 1,Cu 324.75,0.023
NE Tubo 2,Cu 324.75,0.999
NE Tubo 4,Cu 324.75,0.073
NE Tubo 5,Cu 324.75,0.067
NE Tubo 6,Cu 324.75,0.354
NE Tubo 7,Cu 324.75,1.006
Puntual Noroeste,Cu 324.75,0.426
Barren Patios,Cu 324.75,0.546
Tubo 3,Cu 324.75,0.275
Especial 1,Cu 324.75,0.298
Especial 2,Cu 324.75,0.036
Especial 3,Cu 324.75,0.024
Especial 4,Cu 324.75,0.034
Especial 5,Cu 324.75,0.279
Especial 6,Cu 324.75,0.02
Columna #1,Cu 324.75,0.894
Columna #2,Cu 324.75,0.796
Columna #3,Cu 324.75,0.678
Columna #5,Cu 324.75,0.554
