Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.23
Comp. Cola Columna,Cu 324.75,1.674
Barren,Cu 324.75,1.409
Cabeza puntual retorno,Cu 324.75,1.268
Celda # 11-A,Cu 324.75,8.581
Celda # 11-B,Cu 324.75,0.951
Celda # 11-C,Cu 324.75,1.863
Celda # 6-F2,Cu 324.75,0.188
Celda #5-9,Cu 324.75,0.451
Celda #(F1+F2),Cu 324.75,1.082
NE Tubo 1,Cu 324.75,0.171
NE Tubo 2,Cu 324.75,0.779
NE Tubo 4,Cu 324.75,2.508
NE Tubo 5,Cu 324.75,0.992
NE Tubo 6,Cu 324.75,0.696
NE Tubo 7,Cu 324.75,0.813
Puntual Noroeste,Cu 324.75,1.23
Barren Patios,Cu 324.75,1.438
Tubo 3,Cu 324.75,0.623
Especial 1,Cu 324.75,0.443
Especial 2,Cu 324.75,0.205
Especial 3,Cu 324.75,0.315
Especial 4,Cu 324.75,0.478
Especial 5,Cu 324.75,1.222
Especial 6,Cu 324.75,3.223
