Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,4.594
Cabeza puntual retorno,Cu 324.75,4.700
Celda #(F1+F2),Cu 324.75,3.719
Puntual Noroeste,Cu 324.75,3.924
Tubo 3,Cu 324.75,5.497
Comp. Cola Columna,Cu 324.75,4.738
Barren,Cu 324.75,4.424
Celda # 11-A,Cu 324.75,0.034
Celda # 11-B,Cu 324.75,0.036
Celda # 11-C,Cu 324.75,0.177
Celda #5-9,Cu 324.75,14.66
NE Tubo 1,Cu 324.75,0.233
NE Tubo 2,Cu 324.75,0.058
NE Tubo 4,Cu 324.75,0.036
NE Tubo 5,Cu 324.75,0.054
NE Tubo 6,Cu 324.75,0.025
NE Tubo 7,Cu 324.75,0.736
Barren Patios,Cu 324.75,4.485
Especial 1,Cu 324.75,9.956
Especial 2,Cu 324.75,10.38
Especial 3,Cu 324.75,0.177
Especial 4,Cu 324.75,0.146
Especial 5,Cu 324.75,12.52
Columna #1,Cu 324.75,4.259
Columna #2,Cu 324.75,4.287
Columna #3,Cu 324.75,4.407
Columna #4,Cu 324.75,4.542
Columna #5,Cu 324.75,4.657
