Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.074
Columna #2,Au 242.80,0.045
Columna #3,Au 242.80,0.032
Columna #4,Au 242.80,0.023
Columna #5,Au 242.80,0.012
Comp. Cabeza Columna,Au 242.80,0.096
Cabeza puntual retorno,Au 242.80,0.098
Celda #5-9,Au 242.80,0.079
Celda #(F1+F2),Au 242.80,0.102
NE Tubo 2,Au 242.80,0.062
NE Tubo 4,Au 242.80,0.152
NE Tubo 5,Au 242.80,0.145
NE Tubo 6,Au 242.80,0.03
NE Tubo 7,Au 242.80,0.077
Puntual Noroeste,Au 242.80,0.098
Tubo 3,Au 242.80,0.099
Especial 1,Au 242.80,0.062
Especial 2,Au 242.80,0.064
Especial 3,Au 242.80,0.01
Especial 4,Au 242.80,0.016
Especial 5,Au 242.80,0.083
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.012
Celda # 11-A,Au 242.80,0.014
Celda # 11-B,Au 242.80,0.009
Celda # 11-C,Au 242.80,0.008
NE Tubo 1,Au 242.80,0.004
