Analyst,,,,,
Date Started,4/29/2023 12:17 AM  GMT: 4/29/2023 7:17 AM,,,,
Worksheet,LC000518_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
4/29/2023,01:11:24 a. m.,PATRON,0.884,,mg/L
4/29/2023,01:11:38 a. m.,BLANCO,0,,mg/L
4/29/2023,01:11:52 a. m.,REAGENT BLANK,-0.003,,mg/L
4/29/2023,01:12:06 a. m.,LC000538-001,0.025333333,,mg/L
4/29/2023,01:12:18 a. m.,LC000538-002,7.776666667,,mg/L
4/29/2023,01:12:30 a. m.,LC000538-003,0.057,,mg/L
4/29/2023,01:12:46 a. m.,LC000538-004,0.022666667,,mg/L
4/29/2023,01:12:56 a. m.,LC000538-005,0.016666667,,mg/L
4/29/2023,01:11:24 a. m.,LC000538-006,0.912666667,,mg/L
4/29/2023,01:11:38 a. m.,PATRON,0.306666667,,mg/L
4/29/2023,01:11:52 a. m.,LC000538-007,0.022,,mg/L
4/29/2023,01:12:06 a. m.,LC000538-008,0.011333333,,mg/L
4/29/2023,01:12:18 a. m.,LC000538-009,0.016666667,,mg/L
4/29/2023,01:12:30 a. m.,LC000538-010,0.011666667,,mg/L
4/29/2023,01:12:46 a. m.,LC000538-011,0.011666667,,mg/L
4/29/2023,01:12:56 a. m.,LC000538-012,0.016666667,,mg/L
4/29/2023,01:11:24 a. m.,PATRON,0.302666667,,mg/L
4/29/2023,01:11:38 a. m.,LC000538-013,0.051,,mg/L
4/29/2023,01:12:30 a. m.,LC000538-014,0.202333333,,mg/L
4/29/2023,01:11:24 a. m.,LC000538-015,0.034333333,,mg/L
4/29/2023,01:11:38 a. m.,LC000538-016,0.018666667,,mg/L
4/29/2023,01:11:52 a. m.,LC000538-017,0.02,,mg/L
4/29/2023,01:12:06 a. m.,LC000538-018,0.012666667,,mg/L
4/29/2023,01:12:18 a. m.,PATRON,0.297333333,,mg/L
4/29/2023,01:12:30 a. m.,LC000538-019,0.010333333,,mg/L
4/29/2023,01:12:46 a. m.,LC000538-020,0.010666667,,mg/L
4/29/2023,01:12:56 a. m.,LC000538-021,0.007,,mg/L
4/29/2023,01:11:24 a. m.,LC000538-022,0.007,,mg/L
,,LC000538-023,0.006666667,,mg/L
,,LC000538-024,0.012,,mg/L
,,PATRON,0.892,,mg/L
,,,,,
,,,,,
,,,,,
Method: Au ALTA (Flame),,,,,
