Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.181
Comp. Cola Columna,Au 242.80,0.017
Barren,Au 242.80,0.024
Cabeza puntual retorno,Au 242.80,0.182
Celda # 11-A,Au 242.80,0.09
Celda # 11-B,Au 242.80,0.068
Celda # 11-C,Au 242.80,0.025
Celda # 6-F2,Au 242.80,0.097
Celda #5-9,Au 242.80,0.067
Celda #(F1+F2),Au 242.80,0.185
NE Tubo 1,Au 242.80,0.005
NE Tubo 2,Au 242.80,0.131
NE Tubo 4,Au 242.80,0.288
NE Tubo 5,Au 242.80,0.371
NE Tubo 6,Au 242.80,0.264
NE Tubo 7,Au 242.80,0.146
Puntual Noroeste,Au 242.80,0.197
Barren Patios,Au 242.80,0.02
Tubo 3,Au 242.80,0.104
Especial 1,Au 242.80,0.058
Especial 2,Au 242.80,0.061
Especial 3,Au 242.80,0.036
Especial 4,Au 242.80,0.03
Especial 5,Au 242.80,0.057
Especial 6,Au 242.80,0.003
