Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,5.566
Comp. Cola Columna,Cu 324.75,5.494
Barren,Cu 324.75,5.274
Cabeza puntual retorno,Cu 324.75,5.590
Celda # 11-A,Cu 324.75,1.497
Celda # 11-B,Cu 324.75,0.662
Celda # 11-C,Cu 324.75,1.230
Celda # 6-F2,Cu 324.75,0.021
Celda #5-9,Cu 324.75,1.127
Celda #(F1+F2),Cu 324.75,6.130
NE Tubo 1,Cu 324.75,0.027
NE Tubo 2,Cu 324.75,0.063
NE Tubo 4,Cu 324.75,0.658
NE Tubo 5,Cu 324.75,8.756
NE Tubo 6,Cu 324.75,2.273
NE Tubo 7,Cu 324.75,17.30
Puntual Noroeste,Cu 324.75,6.162
Barren Patios,Cu 324.75,5.425
Tubo 3,Cu 324.75,5.314
Especial 1,Cu 324.75,0.076
Especial 2,Cu 324.75,0.038
Especial 3,Cu 324.75,0.219
Especial 4,Cu 324.75,1.149
Especial 5,Cu 324.75,0.139
,,
