Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.317
Cabeza puntual retorno,Cu 324.75,1.389
Celda #(F1+F2),Cu 324.75,1.433
Puntual Noroeste,Cu 324.75,1.548
Tubo 3,Cu 324.75,1.456
NE Tubo 2,Cu 324.75,0.226
NE Tubo 4,Cu 324.75,0.113
Especial 1,Cu 324.75,0.072
Especial 2,Cu 324.75,0.132
Especial 3,Cu 324.75,0.1
Especial 4,Cu 324.75,0.112
Especial 5,Cu 324.75,0.124
Comp. Cola Columna,Cu 324.75,1.375
Barren,Cu 324.75,1.246
Barren Patios,Cu 324.75,1.251
NE Tubo 1,Cu 324.75,0.056
NE Tubo 5,Cu 324.75,0.033
NE Tubo 6,Cu 324.75,0.042
NE Tubo 7,Cu 324.75,8.391
Celda # 11-A,Cu 324.75,0.134
Celda # 11-B,Cu 324.75,0.67
Celda # 11-C,Cu 324.75,0.246
Celda # 6-F2,Cu 324.75,1.005
Celda #5-9,Cu 324.75,0.132
