Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.154
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.013
Cabeza puntual retorno,Au 242.80,0.156
Celda # 11-A,Au 242.80,0.055
Celda # 11-B,Au 242.80,0.105
Celda # 11-C,Au 242.80,0.068
Celda #5-9,Au 242.80,0.061
Celda #(F1+F2),Au 242.80,0.196
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.173
NE Tubo 4,Au 242.80,0.236
NE Tubo 5,Au 242.80,0.266
NE Tubo 6,Au 242.80,0.22
NE Tubo 7,Au 242.80,0.245
Puntual Noroeste,Au 242.80,0.183
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.126
Especial 1,Au 242.80,0.061
Especial 2,Au 242.80,0.074
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.002
Especial 5,Au 242.80,0.058
Especial 6,Au 242.80,0.006
Columna #1,Au 242.80,0.103
Columna #2,Au 242.80,0.064
Columna #3,Au 242.80,0.034
Columna #4,Au 242.80,0.02
Columna #5,Au 242.80,0.011
