Analista,,,,,,,,,,
Fecha de inicio,10/02/2023 04:13 p. m.  GMT: 10/02/2023 10:13 p. m.,,,,,,,,,
Hoja de trabajo,SA000334-RE_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.4948,,mg/L,0.6,0.0143,-0.0008,0.0143,0.0143,0.0142
,BLANCO,0.0049,,mg/L,>100,0.0001,0,0,-0.0001,0.0005
,BLANCO REACTIVO,0,,mg/L,56.4,0.0003,-0.0003,0.0005,0.0002,0.0002
,SA000275-025,0.0221,,mg/L,13.7,0.0022,-0.0015,0.0026,0.0021,0.002
,SA000275-026,0.599,,mg/L,0.2,0.0764,-0.0012,0.0763,0.0763,0.0766
,SA000275-027,0.085,,mg/L,2.2,0.0105,-0.0014,0.0103,0.0104,0.0108
,SA000275-028,0.085,,mg/L,5.3,0.0105,-0.0013,0.0111,0.0103,0.0101
,SA000275-029,0.0945,,mg/L,2.8,0.0117,-0.0012,0.0121,0.0115,0.0115
,PATRON,0.4877,,mg/L,1.6,0.0141,-0.0015,0.0143,0.0139,0.0141
,SA000275-030,0.1271,,mg/L,1.6,0.0158,-0.0014,0.016,0.0157,0.0155
,SA000275-031,0.1003,,mg/L,2.3,0.0124,-0.0015,0.0125,0.0127,0.0121
,SA000283-012,0.0032,,mg/L,24.2,0.0004,-0.0011,0.0004,0.0005,0.0003
,SA000310-003,0.0425,,mg/L,4.3,0.0052,-0.0014,0.0051,0.0051,0.0055
,SA000310-006,0.1905,,mg/L,0.4,0.0237,-0.0018,0.0238,0.0238,0.0236
,PATRON,0.4989,,mg/L,0.8,0.0144,-0.0017,0.0144,0.0143,0.0145
,BLANCO,0.0076,,mg/L,>100,0.0002,-0.001,0.0007,0,0
,BLANCO REACTIVO,0,,mg/L,9.6,0.0006,-0.0008,0.0006,0.0005,0.0006
,SA000310-008,0.2299,,mg/L,0.5,0.0287,-0.0013,0.0286,0.0289,0.0286
,SA000310-009,0.0099,,mg/L,10.8,0.0012,-0.0019,0.0014,0.0012,0.0011
,SA000310-010,0.1377,,mg/L,1.2,0.0171,-0.0014,0.0174,0.0169,0.0171
,SA000310-011,0.1305,,mg/L,0.3,0.0162,-0.0019,0.0162,0.0161,0.0162
,SA000310-012,0.1934,,mg/L,2.5,0.0241,-0.0017,0.0241,0.0235,0.0247
,PATRON,0.5061,,mg/L,2.2,0.0146,-0.002,0.0149,0.0143,0.0147
,SA000316-001,0.1665,,mg/L,2,0.0207,-0.0015,0.0203,0.0211,0.0208
,PATRON,0.4974,,mg/L,3,0.0144,-0.0021,0.0147,0.0139,0.0145
,BLANCO,0.0085,,mg/L,79.2,0.0002,-0.0014,0.0003,0,0.0004
,BLANCO REACTIVO,0,,mg/L,7,0.0008,-0.0006,0.0008,0.0007,0.0008
