Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.07
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.017
Cabeza puntual retorno,Au 242.80,0.07
Columna #1,Au 242.80,0.07
Columna #2,Au 242.80,0.051
Columna #3,Au 242.80,0.041
Columna #4,Au 242.80,0.021
Columna #5,Au 242.80,0.011
Celda # 11-A,Au 242.80,0.08
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.022
Celda #5-9,Au 242.80,0.039
Celda #(F1+F2),Au 242.80,0.057
NE Tubo 1,Au 242.80,0.01
NE Tubo 2,Au 242.80,0.024
NE Tubo 4,Au 242.80,0.033
NE Tubo 5,Au 242.80,0.028
NE Tubo 6,Au 242.80,0.072
NE Tubo 7,Au 242.80,0.1
Puntual Noroeste,Au 242.80,0.059
Barren Patios,Au 242.80,0.019
Tubo 3,Au 242.80,0.064
Especial 1,Au 242.80,0.159
Especial 2,Au 242.80,0.219
Especial 3,Au 242.80,0.028
Especial 4,Au 242.80,0.031
Especial 5,Au 242.80,0.162
Especial 6,Au 242.80,0.012
