Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.677
Cabeza puntual retorno,Cu 324.75,0.692
Celda #(F1+F2),Cu 324.75,0.334
Puntual Noroeste,Cu 324.75,0.116
Tubo 3,Cu 324.75,0.137
NE Tubo 2,Cu 324.75,0.088
NE Tubo 4,Cu 324.75,0.152
Especial 1,Cu 324.75,0.277
Especial 2,Cu 324.75,0.99
Especial 3,Cu 324.75,0.128
Especial 4,Cu 324.75,0.132
Especial 5,Cu 324.75,8.799
Comp. Cola Columna,Cu 324.75,0.615
Barren,Cu 324.75,0.6
Barren Patios,Cu 324.75,0.619
NE Tubo 1,Cu 324.75,0.033
NE Tubo 5,Cu 324.75,0.051
NE Tubo 6,Cu 324.75,0.023
NE Tubo 7,Cu 324.75,0.086
Celda # 11-A,Cu 324.75,0.2
Celda # 11-B,Cu 324.75,1.773
Celda # 11-C,Cu 324.75,3.997
Celda # 6-F2,Cu 324.75,4.889
Celda #5-9,Cu 324.75,0.272
