Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.578
Cabeza puntual retorno,Cu 324.75,0.564
Celda #(F1+F2),Cu 324.75,0.539
Puntual Noroeste,Cu 324.75,0.79
Tubo 3,Cu 324.75,0.514
NE Tubo 2,Cu 324.75,0.352
NE Tubo 4,Cu 324.75,1.124
Especial 1,Cu 324.75,0.028
Especial 2,Cu 324.75,0.024
Especial 3,Cu 324.75,0.051
Especial 4,Cu 324.75,0.038
Especial 5,Cu 324.75,0.029
Comp. Cola Columna,Cu 324.75,0.446
Barren,Cu 324.75,0.544
Barren Patios,Cu 324.75,0.435
NE Tubo 1,Cu 324.75,0.11
NE Tubo 5,Cu 324.75,0.006
NE Tubo 6,Cu 324.75,0.007
NE Tubo 7,Cu 324.75,2.383
Celda # 11-A,Cu 324.75,0.036
Celda # 11-B,Cu 324.75,0.669
Celda # 11-C,Cu 324.75,0.026
Celda # 6-F2,Cu 324.75,0.041
Celda #5-9,Cu 324.75,0.027
