Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.257
Comp. Cola Columna,Cu 324.75,0.905
Barren,Cu 324.75,0.986
Cabeza puntual retorno,Cu 324.75,1.253
Celda # 11-A,Cu 324.75,5.275
Celda # 11-B,Cu 324.75,0.196
Celda # 11-C,Cu 324.75,0.182
Celda #5-9,Cu 324.75,0.106
Celda #(F1+F2),Cu 324.75,1.108
NE Tubo 1,Cu 324.75,0.111
NE Tubo 2,Cu 324.75,0.247
NE Tubo 4,Cu 324.75,0.191
NE Tubo 5,Cu 324.75,0.176
NE Tubo 6,Cu 324.75,0.274
NE Tubo 7,Cu 324.75,0.269
Puntual Noroeste,Cu 324.75,1.161
Barren Patios,Cu 324.75,0.949
Tubo 3,Cu 324.75,2.655
Especial 1,Cu 324.75,0.391
Especial 2,Cu 324.75,0.159
Especial 3,Cu 324.75,3.75
Especial 4,Cu 324.75,5.731
Especial 5,Cu 324.75,0.189
Sample029,Cu 324.75,0.136
Columna #1,Cu 324.75,1.198
Columna #2,Cu 324.75,1.136
Columna #3,Cu 324.75,1.086
Columna #4,Cu 324.75,1.059
Columna #5,Cu 324.75,0.917
