1,PATRON,,1,1,1,1,1
2,BLANCO,,1,1,1,1,1
3,BLANCO REACTIVO,,1,1,1,1,1
4,EC000009-013,0.300,30,1,7,1,1
5,EC000009-015,0.157,30,1,7,1,1
6,EC000009-016,0.198,30,1,7,1,1
7,EC000009-017,0.168,30,1,7,1,1
8,EC000009-018,0.715,30,1,7,1,1
9,EC000009-019,0.359,30,1,7,1,1
10,EC000009-020,0.258,30,1,7,1,1
11,EC000009-029,0.052,30,1,7,1,1
12,EC000009-030,0.052,30,1,7,1,1
13,EC000009-031,0.039,30,1,7,1,1
14,PATRON,,1,1,1,1,1
15,BLANCO,,1,1,1,1,1
16,BLANCO REACTIVO,,1,1,1,1,1
17,EC000009-032,0.202,30,1,7,1,1
18,EC000009-033,0.089,30,1,7,1,1
19,EC000009-037,0.062,30,1,7,1,1
20,EC000009-039,0.055,30,1,7,1,1
21,EC000013-001,0.122,30,1,7,1,1
22,EC000013-002,0.698,30,1,7,1,1
23,EC000013-003,0.154,30,1,7,1,1
24,EC000013-005,0.006,30,1,7,1,1
25,EC000013-006,0.095,30,1,7,1,1
26,EC000013-007,0.171,30,1,7,1,1
27,PATRON,,1,1,1,1,1
28,BLANCO,,1,1,1,1,1
29,BLANCO REACTIVO,,1,1,1,1,1
30,EC000013-008,0.170,30,1,7,1,1
31,EC000013-009,0.061,30,1,7,1,1
32,EC000013-010,0.161,30,1,7,1,1
33,EC000013-011,0.195,30,1,7,1,1
34,EC000013-012,0.180,30,1,7,1,1
35,EC000013-013,0.195,30,1,7,1,1
36,EC000013-014,0.205,30,1,7,1,1
37,EC000013-015,0.151,30,1,7,1,1
38,EC000013-016,0.139,30,1,7,1,1
39,EC000013-017,0.229,30,1,7,1,1
40,PATRON,,1,1,1,1,1
41,BLANCO,,1,1,1,1,1
42,BLANCO REACTIVO,,1,1,1,1,1
43,EC000013-018,0.043,30,1,7,1,1
44,EC000013-020,0.092,30,1,7,1,1
45,EC000013-021,0.167,30,1,7,1,1
46,EC000013-023,0.191,30,1,7,1,1
47,EC000014-014,0.059,30,1,7,1,1
48,EC000014-016,0.090,30,1,7,1,1
49,EC000014-018,0.030,30,1,7,1,1
50,EC000014-019,0.604,30,1,7,1,1
51,EC000015-012,0.141,30,1,7,1,1
52,EC000015-013,0.095,30,1,7,1,1
53,PATRON,,1,1,1,1,1
54,BLANCO,,1,1,1,1,1
55,BLANCO REACTIVO,,1,1,1,1,1
56,EC000015-015,0.094,30,1,7,1,1
57,EC000015-016,1.035,30,1,7,1,1
58,EC000015-017,0.135,30,1,7,1,1
59,EC000015-018,0.094,30,1,7,1,1
60,EC000015-019,0.082,30,1,7,1,1
61,EC000015-026,0.094,30,1,7,1,1
62,EC000015-028,0.080,30,1,7,1,1
63,EC000015-030,0.067,30,1,7,1,1
64,EC000015-031,0.088,30,1,7,1,1
65,EC000016-028,0.123,30,1,7,1,1
66,PATRON,,1,1,1,1,1
67,BLANCO,,1,1,1,1,1
68,BLANCO REACTIVO,,1,1,1,1,1
69,EC000016-029,0.401,30,1,7,1,1
70,EC000016-031,0.792,30,1,7,1,1
71,EC000016-032,0.738,30,1,7,1,1
72,EC000016-033,0.257,30,1,7,1,1
73,EC000016-034,0.051,30,1,7,1,1
74,EC000016-035,0.003,30,1,7,1,1
75,EC000016-036,0.045,30,1,7,1,1
76,EC000016-037,0.280,30,1,7,1,1
77,EC000016-039,0.371,30,1,7,1,1
78,EC000016-085,0.210,30,1,7,1,1
79,PATRON,,1,1,1,1,1
80,BLANCO,,1,1,1,1,1
81,BLANCO REACTIVO,,1,1,1,1,1
82,EC000016-086,0.167,30,1,7,1,1
83,EC000016-087,0.048,30,1,7,1,1
84,EC000016-088,0.062,30,1,7,1,1
85,EC000016-089,0.115,30,1,7,1,1
86,EC000016-090,0.063,30,1,7,1,1
87,EC000016-092,0.105,30,1,7,1,1
88,EC000016-093,0.066,30,1,7,1,1
89,EC000016-094,0.054,30,1,7,1,1
90,EC000016-095,0.058,30,1,7,1,1
91,EC000016-096,1.028,30,1,7,1,1
92,PATRON,,1,1,1,1,1
93,BLANCO,,1,1,1,1,1
94,BLANCO REACTIVO,,1,1,1,1,1
95,EC000016-097,0.013,30,1,7,1,1
96,EC000016-100,0.051,30,1,7,1,1
97,EC000017-005,0.130,30,1,7,1,1
98,EC000017-006,0.193,30,1,7,1,1
99,EC000017-007,0.233,30,1,7,1,1
100,EC000017-008,0.217,30,1,7,1,1
101,EC000017-009,0.286,30,1,7,1,1
102,EC000017-011,0.195,30,1,7,1,1
103,EC000017-012,0.129,30,1,7,1,1
104,EC000017-020,0.061,30,1,7,1,1
105,PATRON,,1,1,1,1,1
106,BLANCO,,1,1,1,1,1
107,BLANCO REACTIVO,,1,1,1,1,1
108,EC000017-021,0.067,30,1,7,1,1
109,EC000017-022,0.076,30,1,7,1,1
110,EC000017-023,0.073,30,1,7,1,1
111,EC000017-024,0.115,30,1,7,1,1
112,EC000017-025,0.118,30,1,7,1,1
113,EC000017-026,0.185,30,1,7,1,1
114,EC000017-028,0.489,30,1,7,1,1
115,EC000017-029,0.151,30,1,7,1,1
116,EC000017-030,0.202,30,1,7,1,1
117,EC000017-031,0.078,30,1,7,1,1
118,PATRON,,1,1,1,1,1
119,BLANCO,,1,1,1,1,1
120,BLANCO REACTIVO,,1,1,1,1,1
121,EC000017-032,0.102,30,1,7,1,1
122,EC000017-033,0.094,30,1,7,1,1
123,EC000017-035,0.165,30,1,7,1,1
124,EC000017-036,0.176,30,1,7,1,1
125,EC000017-039,0.933,30,1,7,1,1
126,EC000022-056,0.006,30,1,7,1,1
127,EC000025-031,0.069,30,1,7,1,1
128,EC000025-033,0.039,30,1,7,1,1
129,EC000025-037,0.016,30,1,7,1,1
130,EC000025-038,0.117,30,1,7,1,1
131,PATRON,,1,1,1,1,1
132,BLANCO,,1,1,1,1,1
133,BLANCO REACTIVO,,1,1,1,1,1
134,EC000025-039,0.163,30,1,7,1,1
135,EC000026-008,0.042,30,1,7,1,1
136,EC000026-009,0.0425,30,1,7,1,1
137,EC000026-010,0.0503,30,1,7,1,1
138,EC000026-011,0.032,30,1,7,1,1
139,EC000026-012,0.0087,30,1,7,1,1
140,EC000026-013,0.1345,30,1,7,1,1
141,EC000026-016,0.054,30,1,7,1,1
142,EC000026-017,0.0583,30,1,7,1,1
143,EC000026-018,0.0013,30,1,7,1,1
144,PATRON,,1,1,1,1,1
145,BLANCO,,1,1,1,1,1
146,BLANCO REACTIVO,,1,1,1,1,1
147,EC000026-019,0.0527,30,1,7,1,1
148,EC000026-020,0.0569,30,1,7,1,1
149,EC000026-021,0.0735,30,1,7,1,1
150,EC000026-022,0.0547,30,1,7,1,1
151,PATRON,,1,1,1,1,1
152,BLANCO,,1,1,1,1,1
153,BLANCO REACTIVO,,1,1,1,1,1
